,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
5915,1,0,0,0,69,1,0,0,0,0,0,0,0,1,19,1268.85,0,0,0,1,0,0,1,0,0,0,1
5916,0,0,0,0,72,1,1,1,1,1,1,1,1,1,112,8192.6,0,0,1,0,0,0,1,0,1,0,0
5917,1,0,0,0,4,1,0,0,0,0,0,0,0,1,19,59.25,0,0,0,1,1,0,0,0,0,0,1
5918,1,0,1,1,59,1,0,0,0,0,0,0,0,0,19,1147.85,0,0,0,1,0,0,1,0,0,0,1
5919,1,0,0,0,67,1,0,1,0,1,0,0,1,0,65,4361.55,0,1,0,0,0,0,1,1,0,0,0
5920,0,1,0,0,26,1,0,0,0,0,0,0,1,1,78,2006.1,0,0,1,0,1,0,0,0,0,1,0
5921,0,0,0,0,27,1,0,0,1,1,1,1,1,0,78,2078.95,0,1,0,0,0,1,0,0,0,0,1
5922,1,0,1,1,72,1,1,1,0,1,0,1,1,0,105,7609.75,0,0,1,0,0,0,1,1,0,0,0
5923,0,0,0,0,6,1,0,0,0,1,1,0,1,1,89,487.05,0,0,1,0,1,0,0,0,0,1,0
5924,1,0,1,1,62,1,0,0,0,0,0,0,0,0,20,1218.45,0,0,0,1,0,0,1,0,1,0,0
5925,1,0,0,0,20,1,1,0,1,0,1,1,0,1,68,1416.2,0,1,0,0,0,1,0,0,0,1,0
5926,1,0,0,0,6,1,0,1,0,1,1,1,1,0,78,483.3,0,1,0,0,1,0,0,0,1,0,0
5927,1,0,0,0,51,1,1,0,0,0,0,0,0,0,24,1234.6,0,0,0,1,0,0,1,0,0,0,1
5928,0,0,1,1,61,1,0,0,0,0,0,0,0,0,19,1311.6,0,0,0,1,0,0,1,0,1,0,0
5929,1,1,1,0,62,1,1,1,1,1,0,0,0,1,89,5618.3,0,0,1,0,1,0,0,0,0,1,0
5930,0,0,0,0,72,1,1,1,0,0,1,0,0,1,84,6185.15,0,0,1,0,0,0,1,1,0,0,0
5931,1,1,1,0,13,1,0,0,1,1,0,1,1,1,98,1237.85,1,0,1,0,1,0,0,0,0,1,0
5932,1,0,1,0,5,1,0,0,0,1,0,1,1,1,94,498.1,1,0,1,0,1,0,0,0,0,1,0
5933,1,1,0,0,3,1,1,0,1,1,0,1,1,1,105,294.45,1,0,1,0,1,0,0,0,0,1,0
5934,0,1,1,0,26,1,1,0,1,1,0,0,1,1,93,2381.55,1,0,1,0,1,0,0,0,0,1,0
5935,1,1,0,0,13,1,0,0,1,0,0,1,0,1,59,788.35,0,1,0,0,1,0,0,0,0,1,0
5936,0,0,1,1,38,1,0,0,0,0,0,0,0,1,19,756.4,0,0,0,1,0,0,1,0,0,0,1
5937,0,1,1,0,8,1,1,0,0,0,0,0,1,1,84,613.4,1,0,1,0,1,0,0,0,0,1,0
5938,1,1,1,1,34,1,1,0,1,1,1,1,1,1,108,3625.2,0,0,1,0,1,0,0,0,0,1,0
5939,1,0,0,0,18,0,0,1,0,1,0,0,0,0,33,550.35,0,1,0,0,1,0,0,0,0,0,1
5940,1,0,1,1,56,1,0,0,1,1,1,0,0,1,85,4793.8,0,0,1,0,0,1,0,0,0,0,1
5941,0,0,0,0,36,0,0,0,1,0,1,0,0,1,34,1267.2,0,1,0,0,1,0,0,1,0,0,0
5942,0,0,1,0,9,0,0,0,0,1,0,1,1,1,48,442.2,1,1,0,0,1,0,0,0,0,1,0
5943,1,0,0,0,1,1,0,0,0,1,0,1,0,1,84,84.85,1,0,1,0,1,0,0,0,0,1,0
5944,1,0,0,0,12,1,0,1,0,0,1,0,0,0,56,654.85,1,1,0,0,1,0,0,0,0,0,1
5945,0,1,1,1,57,1,0,0,1,1,1,1,0,1,95,5567.45,0,0,1,0,1,0,0,0,1,0,0
5946,0,0,0,0,42,1,0,1,1,1,1,0,1,0,73,3160.55,1,1,0,0,0,1,0,0,1,0,0
5947,0,0,1,1,33,1,1,0,0,0,0,0,0,1,24,740.3,1,0,0,1,0,0,1,0,0,0,1
5948,1,0,1,0,70,1,0,1,1,0,1,0,0,0,84,5706.2,0,0,1,0,0,0,1,1,0,0,0
5949,0,0,0,0,68,0,0,0,1,0,1,0,1,0,44,3085.35,0,1,0,0,1,0,0,0,0,1,0
5950,1,0,0,1,1,0,0,0,0,0,0,0,0,1,24,24.7,0,1,0,0,1,0,0,0,0,1,0
5951,0,0,0,0,37,1,1,0,0,0,1,1,1,0,100,3541.4,0,0,1,0,1,0,0,0,1,0,0
5952,0,0,0,1,4,1,1,0,0,0,0,0,0,1,25,84.2,0,0,0,1,1,0,0,0,0,0,1
5953,1,0,0,0,1,1,0,1,0,0,0,0,0,1,50,50.7,0,1,0,0,1,0,0,0,0,0,1
5954,1,0,0,0,20,0,0,1,1,1,1,1,0,1,55,1165.55,0,1,0,0,1,0,0,0,1,0,0
5955,1,0,1,1,72,1,0,1,1,0,1,1,0,0,68,4855.35,0,1,0,0,0,0,1,1,0,0,0
5956,0,0,0,0,31,1,1,0,0,1,0,0,1,1,89,2806.9,1,0,1,0,1,0,0,0,0,1,0
5957,1,1,1,0,18,1,0,0,0,0,0,0,1,0,78,1422.65,1,0,1,0,1,0,0,0,0,1,0
5958,1,0,1,0,11,1,0,0,0,0,0,1,0,1,55,608.15,0,1,0,0,1,0,0,1,0,0,0
5959,0,0,1,1,33,1,0,0,0,0,0,0,0,0,19,641.35,0,0,0,1,0,0,1,0,1,0,0
5960,0,1,0,0,62,1,1,0,0,0,0,1,0,0,84,4959.15,0,0,1,0,0,1,0,0,0,1,0
5961,0,0,0,0,1,0,0,0,0,1,1,0,0,0,35,35.9,0,1,0,0,1,0,0,0,0,0,1
5962,1,0,1,0,16,1,0,1,1,0,0,0,0,0,80,1321.3,0,0,1,0,1,0,0,1,0,0,0
5963,1,0,1,1,22,1,1,0,0,1,1,1,1,1,78,1663.75,0,1,0,0,0,1,0,0,0,0,1
5964,0,0,1,1,49,1,0,1,0,1,1,0,0,0,61,3024.15,0,1,0,0,1,0,0,1,0,0,0
5965,1,0,1,1,36,1,0,1,0,1,0,0,1,1,63,2188.5,0,1,0,0,0,1,0,0,1,0,0
5966,1,0,1,0,42,1,1,0,1,1,1,0,1,1,99,4138.05,1,0,1,0,1,0,0,0,0,1,0
5967,1,1,0,0,4,0,0,0,0,0,0,0,0,1,25,102.5,1,1,0,0,1,0,0,1,0,0,0
5968,0,0,0,0,12,1,1,0,0,0,1,1,1,0,74,872.65,1,1,0,0,0,1,0,0,0,0,1
5969,0,0,0,0,31,1,0,1,0,1,1,0,0,0,87,2724.25,0,0,1,0,1,0,0,0,0,1,0
5970,1,0,1,0,5,1,1,1,0,0,0,0,1,1,89,413.25,0,0,1,0,1,0,0,0,0,1,0
5971,1,0,1,1,66,1,0,0,0,0,0,0,0,0,20,1374.2,0,0,0,1,0,0,1,0,1,0,0
5972,0,1,0,0,15,1,1,0,0,0,1,0,0,0,55,757.1,1,1,0,0,1,0,0,0,1,0,0
5973,1,0,0,0,64,1,1,0,1,1,0,1,1,1,104,6692.65,0,0,1,0,0,0,1,1,0,0,0
5974,1,0,1,1,10,1,0,0,0,0,0,0,0,1,20,218.5,0,0,0,1,1,0,0,0,1,0,0
5975,1,0,1,1,7,1,0,0,1,0,1,1,0,1,89,608.8,1,0,1,0,1,0,0,0,0,1,0
5976,1,0,0,0,29,0,0,0,1,0,1,0,0,0,34,1004.75,0,1,0,0,1,0,0,0,0,1,0
5977,1,0,0,0,57,1,0,0,0,0,0,0,0,0,20,1125.6,0,0,0,1,0,0,1,1,0,0,0
5978,0,0,0,0,46,1,1,1,1,0,0,0,0,0,84,3847.6,0,0,1,0,1,0,0,0,0,0,1
5979,1,0,0,0,53,1,0,0,0,0,0,0,0,0,19,978.0,0,0,0,1,0,0,1,1,0,0,0
5980,0,0,0,0,17,1,0,1,1,0,1,1,1,0,79,1387.35,0,1,0,0,0,1,0,0,1,0,0
5981,0,0,1,1,38,1,0,0,0,0,0,0,0,1,20,746.05,0,0,0,1,0,0,1,0,0,0,1
5982,1,0,0,0,15,1,0,0,0,0,0,0,0,0,19,304.6,0,0,0,1,0,1,0,0,0,0,1
5983,0,0,0,0,22,0,0,0,1,0,0,1,1,1,50,1098.85,0,1,0,0,1,0,0,0,0,1,0
5984,1,0,1,0,14,1,1,0,0,0,0,0,1,1,85,1139.2,1,0,1,0,1,0,0,0,0,1,0
5985,0,0,1,0,57,1,1,0,1,1,1,1,0,0,74,4368.95,0,1,0,0,0,1,0,1,0,0,0
5986,1,1,0,0,11,1,0,0,0,0,0,0,1,1,79,827.7,0,0,1,0,1,0,0,0,1,0,0
5987,0,0,1,1,1,1,0,0,0,0,0,0,0,0,20,20.35,0,0,0,1,0,0,1,0,0,0,1
5988,1,0,1,1,12,1,0,0,0,0,0,0,0,0,21,262.05,0,0,0,1,0,0,1,1,0,0,0
5989,1,1,1,0,3,1,1,0,0,0,0,1,1,1,94,279.55,1,0,1,0,1,0,0,0,0,1,0
5990,1,0,0,1,36,1,0,0,1,0,0,1,1,1,94,3512.5,0,0,1,0,1,0,0,0,0,1,0
5991,1,0,0,0,16,1,0,1,0,0,0,1,1,1,94,1483.25,1,0,1,0,1,0,0,0,0,1,0
5992,1,0,1,1,65,1,1,1,1,1,0,0,1,0,72,4653.85,1,1,0,0,0,1,0,0,1,0,0
5993,1,0,0,0,2,1,0,0,1,0,0,0,0,0,74,151.75,0,0,1,0,1,0,0,0,0,1,0
5994,0,0,0,0,42,1,1,1,0,1,0,1,1,1,105,4400.75,1,0,1,0,1,0,0,0,0,1,0
5995,1,0,1,1,72,1,0,1,1,1,1,1,1,0,111,8033.1,0,0,1,0,0,0,1,1,0,0,0
5996,1,0,0,0,62,1,0,0,0,0,0,0,0,0,19,1253.65,0,0,0,1,0,0,1,1,0,0,0
5997,0,0,0,0,6,1,1,0,1,0,0,1,0,1,89,552.65,0,0,1,0,1,0,0,0,0,1,0
5998,1,0,1,0,48,1,0,0,0,0,0,0,0,1,20,1036.0,0,0,0,1,0,0,1,0,0,0,1
5999,1,0,0,0,35,1,1,1,0,1,1,1,1,1,108,4025.5,0,0,1,0,0,0,1,0,0,1,0
6000,1,0,0,1,52,1,0,0,0,0,0,0,0,0,19,928.4,0,0,0,1,0,1,0,0,1,0,0
6001,0,0,0,0,1,0,0,0,0,0,0,0,0,1,24,24.9,0,1,0,0,1,0,0,0,0,0,1
6002,1,0,1,0,6,1,1,0,0,0,0,1,0,1,82,460.25,1,0,1,0,1,0,0,0,0,1,0
6003,0,0,1,0,71,1,1,1,1,1,1,1,1,0,93,6506.15,0,1,0,0,0,0,1,0,1,0,0
6004,0,0,1,1,67,1,0,1,1,1,0,0,0,0,84,5598.3,0,0,1,0,0,1,0,1,0,0,0
6005,1,1,0,0,60,1,1,1,1,0,0,0,1,1,71,4374.55,0,1,0,0,0,1,0,0,0,1,0
6006,1,0,1,1,23,0,0,0,0,0,1,0,0,1,30,678.75,0,1,0,0,1,0,0,1,0,0,0
6007,1,0,0,1,39,0,0,0,0,1,1,1,1,0,54,2191.7,0,1,0,0,0,1,0,1,0,0,0
6008,1,0,1,1,15,1,0,0,0,0,0,0,0,1,19,239.75,0,0,0,1,0,1,0,0,0,0,1
6009,1,1,1,0,53,1,1,0,1,1,0,1,1,1,103,5485.5,1,0,1,0,1,0,0,0,0,1,0
6010,1,0,1,1,24,1,1,0,0,0,0,0,0,0,24,609.05,0,0,0,1,0,0,1,0,0,0,1
6011,0,0,1,1,37,1,0,0,0,0,0,0,0,0,19,683.75,0,0,0,1,1,0,0,0,0,1,0
6012,0,0,1,1,5,1,0,0,1,0,0,0,1,1,83,404.2,1,0,1,0,1,0,0,0,0,1,0
6013,0,1,1,0,50,1,1,0,0,0,1,1,1,1,100,5189.75,0,0,1,0,0,1,0,0,0,1,0
6014,0,0,0,0,54,1,0,0,0,1,0,1,1,1,94,5060.9,0,0,1,0,0,1,0,0,1,0,0
6015,0,0,0,0,3,1,0,1,0,0,0,0,0,1,74,233.65,0,0,1,0,1,0,0,0,0,1,0
6016,1,0,0,0,68,1,1,0,1,1,1,1,1,0,108,7176.55,1,0,1,0,0,1,0,0,0,1,0
6017,1,0,0,0,5,1,0,0,0,1,1,0,0,0,56,291.45,0,1,0,0,1,0,0,0,0,1,0
6018,1,0,0,0,33,1,0,0,0,0,0,0,0,0,20,689.75,0,0,0,1,0,0,1,0,0,0,1
6019,0,0,0,0,41,1,1,0,1,1,0,1,1,1,80,3263.9,0,1,0,0,0,1,0,0,0,1,0
6020,0,0,1,1,34,0,0,1,0,1,1,1,1,0,61,1993.2,0,1,0,0,0,1,0,0,0,0,1
6021,0,0,1,1,13,1,0,0,0,0,0,0,0,1,20,254.5,0,0,0,1,1,0,0,0,0,0,1
6022,0,0,0,0,20,1,0,0,0,0,0,0,0,1,18,347.65,0,0,0,1,1,0,0,0,1,0,0
6023,0,1,0,0,51,1,0,0,0,0,0,0,0,0,19,967.9,0,0,0,1,0,0,1,0,1,0,0
6024,0,0,1,0,3,1,1,0,1,0,0,0,1,1,91,242.95,1,0,1,0,1,0,0,0,1,0,0
6025,0,0,0,1,41,1,0,0,0,0,0,0,0,0,45,1841.9,0,1,0,0,1,0,0,1,0,0,0
6026,0,0,0,0,13,1,0,0,0,0,0,0,0,0,19,232.1,0,0,0,1,1,0,0,0,1,0,0
6027,1,0,1,1,35,1,1,0,0,0,0,0,0,0,25,809.25,0,0,0,1,0,0,1,1,0,0,0
6028,1,0,1,0,12,1,0,1,0,0,1,0,0,0,80,866.45,1,0,1,0,1,0,0,1,0,0,0
6029,1,0,0,0,4,1,0,1,1,0,1,0,1,1,94,360.55,0,0,1,0,1,0,0,0,0,0,1
6030,0,0,0,0,43,0,0,0,0,1,0,1,1,1,49,2076.2,1,1,0,0,1,0,0,1,0,0,0
6031,0,1,1,1,12,0,0,0,0,0,1,0,0,1,29,355.9,0,1,0,0,1,0,0,0,0,0,1
6032,1,1,1,0,68,1,1,0,1,1,0,1,1,1,105,7299.65,1,0,1,0,1,0,0,0,0,1,0
6033,1,1,0,0,25,1,1,0,1,0,0,1,0,1,88,2291.2,1,0,1,0,1,0,0,0,0,1,0
6034,0,0,0,0,7,1,0,0,0,0,0,0,0,0,20,129.15,0,0,0,1,0,1,0,0,0,0,1
6035,1,1,1,0,66,1,1,0,1,1,1,1,1,1,110,7491.75,1,0,1,0,0,1,0,0,0,1,0
6036,0,0,1,0,53,1,0,1,1,1,1,1,1,0,110,5835.5,0,0,1,0,0,1,0,0,0,1,0
6037,1,1,0,0,63,1,1,1,1,1,0,1,1,1,109,7031.45,0,0,1,0,1,0,0,1,0,0,0
6038,0,0,1,1,70,1,1,1,1,1,1,1,1,1,114,7723.9,1,0,1,0,0,0,1,1,0,0,0
6039,1,1,1,0,27,0,0,0,0,0,0,0,1,0,36,1032.0,1,1,0,0,1,0,0,1,0,0,0
6040,0,0,0,0,1,1,0,0,0,0,0,0,0,0,70,70.75,1,0,1,0,1,0,0,0,0,0,1
6041,0,0,0,0,5,1,0,0,0,0,0,0,0,0,19,109.6,0,0,0,1,1,0,0,0,0,0,1
6042,0,1,1,0,37,1,0,0,0,0,0,0,0,0,19,727.8,0,0,0,1,0,1,0,0,0,0,1
6043,1,0,0,0,3,0,0,0,0,1,0,1,0,1,40,130.75,1,1,0,0,1,0,0,0,0,0,1
6044,0,0,0,1,12,1,1,0,0,0,0,0,0,1,76,893.0,0,0,1,0,1,0,0,0,0,1,0
6045,0,0,1,1,38,1,0,0,0,0,0,0,0,0,19,763.1,0,0,0,1,0,1,0,0,1,0,0
6046,0,0,0,0,9,1,0,0,0,1,0,0,1,1,85,781.4,0,0,1,0,1,0,0,0,1,0,0
6047,1,0,1,0,13,1,1,1,0,0,0,0,1,1,65,902.25,0,1,0,0,1,0,0,0,0,1,0
6048,1,1,1,0,29,1,1,0,0,0,0,1,1,1,94,2653.65,1,0,1,0,1,0,0,0,0,1,0
6049,0,0,1,1,47,1,0,0,0,0,0,0,0,0,20,1016.7,0,0,0,1,0,0,1,0,1,0,0
6050,1,0,1,0,61,1,1,1,0,1,1,1,0,0,99,5943.65,0,0,1,0,1,0,0,1,0,0,0
6051,1,0,0,0,16,1,0,0,0,0,0,0,0,0,20,275.7,0,0,0,1,1,0,0,0,0,0,1
6052,0,0,1,1,41,1,0,1,1,0,1,1,1,0,78,3126.45,0,1,0,0,0,0,1,0,0,1,0
6053,0,0,0,1,43,1,1,0,0,0,0,0,0,1,25,1070.15,0,0,0,1,0,0,1,0,0,1,0
6054,0,0,1,1,36,1,1,0,1,1,0,1,0,1,97,3457.9,1,0,1,0,1,0,0,1,0,0,0
6055,0,0,0,0,6,1,0,0,0,0,0,0,1,1,55,340.4,0,1,0,0,1,0,0,0,0,1,0
6056,0,0,0,0,58,1,1,1,1,1,1,0,0,1,71,4299.2,0,1,0,0,0,1,0,0,1,0,0
6057,1,0,0,0,19,1,0,0,0,0,1,1,0,1,61,1093.2,0,1,0,0,1,0,0,0,1,0,0
6058,1,0,1,0,11,1,0,0,0,0,0,0,0,1,45,521.9,0,1,0,0,1,0,0,1,0,0,0
6059,0,0,0,0,39,0,0,1,1,0,1,0,0,1,40,1630.4,0,1,0,0,0,1,0,1,0,0,0
6060,0,1,0,0,8,1,0,0,1,0,0,1,0,1,87,713.6,0,0,1,0,1,0,0,0,0,1,0
6061,0,0,0,1,26,1,1,0,0,0,0,0,0,1,49,1265.65,0,1,0,0,1,0,0,0,0,0,1
6062,0,1,0,0,53,1,0,0,1,0,0,0,0,1,73,4003.85,0,0,1,0,1,0,0,0,1,0,0
6063,0,0,1,1,70,1,0,0,0,0,0,0,0,1,19,1401.4,0,0,0,1,0,0,1,0,0,0,1
6064,1,0,0,0,1,0,0,0,0,0,0,1,1,1,45,45.3,1,1,0,0,1,0,0,0,0,0,1
6065,1,0,0,0,59,1,1,0,0,0,0,0,0,0,25,1510.5,0,0,0,1,0,0,1,0,0,0,1
6066,1,0,0,0,2,1,0,0,0,1,0,1,1,0,94,178.1,1,0,1,0,1,0,0,0,0,1,0
6067,1,0,0,0,7,0,0,1,0,1,0,0,0,0,35,264.8,0,1,0,0,0,1,0,0,0,0,1
6068,0,0,0,1,12,1,0,0,0,0,0,0,0,1,44,480.6,1,1,0,0,1,0,0,0,0,1,0
6069,1,0,1,1,59,1,0,0,1,1,1,1,1,0,76,4541.9,0,1,0,0,0,1,0,0,1,0,0
6070,1,0,1,1,61,1,1,0,0,1,1,1,1,1,81,4976.15,0,1,0,0,0,0,1,1,0,0,0
6071,1,0,1,1,72,1,1,1,0,1,0,1,1,1,105,7542.25,0,0,1,0,0,0,1,1,0,0,0
6072,0,0,1,1,13,1,0,0,0,0,0,0,0,0,18,251.25,0,0,0,1,1,0,0,0,0,0,1
6073,0,0,1,1,64,1,1,0,0,0,0,0,0,0,24,1595.5,0,0,0,1,0,1,0,0,0,0,1
6074,1,0,1,0,1,0,0,0,0,0,0,0,0,1,23,23.45,1,1,0,0,1,0,0,0,0,1,0
6075,0,0,0,0,10,1,0,0,1,0,1,0,1,0,64,685.55,0,1,0,0,0,1,0,0,0,0,1
6076,0,0,1,1,65,1,0,1,1,1,0,0,0,0,61,3874.1,0,1,0,0,0,1,0,1,0,0,0
6077,0,0,1,0,62,1,1,1,1,1,1,1,1,0,113,6891.4,0,0,1,0,0,0,1,0,0,0,1
6078,0,0,1,0,55,1,1,1,1,1,1,1,1,1,90,4916.95,0,1,0,0,0,1,0,0,0,1,0
6079,0,0,1,0,25,1,1,0,1,0,0,0,0,0,54,1373.0,0,1,0,0,1,0,0,0,0,1,0
6080,1,0,0,0,1,0,0,1,0,0,0,0,0,0,29,29.7,1,1,0,0,1,0,0,0,0,0,1
6081,1,0,0,0,1,1,0,1,0,0,0,0,0,1,49,49.8,0,1,0,0,1,0,0,0,1,0,0
6082,0,0,1,0,59,1,1,0,1,0,0,1,1,0,101,6039.9,1,0,1,0,1,0,0,0,0,1,0
6083,1,1,1,1,64,1,1,0,0,0,0,0,0,1,24,1548.65,0,0,0,1,0,0,1,1,0,0,0
6084,1,0,1,0,36,1,1,0,0,0,0,1,1,1,95,3440.25,0,0,1,0,1,0,0,1,0,0,0
6085,0,0,0,0,3,1,1,0,0,0,0,0,0,1,50,151.3,1,1,0,0,1,0,0,0,0,0,1
6086,1,0,1,0,61,1,1,1,0,1,0,0,1,1,69,4226.7,0,1,0,0,0,0,1,0,0,0,1
6087,1,0,0,1,26,0,0,0,1,0,0,1,0,1,39,1023.75,0,1,0,0,0,1,0,1,0,0,0
6088,0,0,0,0,1,1,0,0,0,0,0,0,1,1,55,55.4,1,1,0,0,1,0,0,0,0,1,0
6089,0,1,1,0,1,1,1,0,1,0,0,1,0,1,90,90.6,1,0,1,0,1,0,0,0,0,1,0
6090,1,0,1,1,68,1,0,1,1,1,0,1,1,1,103,7074.4,0,0,1,0,0,0,1,0,1,0,0
6091,1,1,1,0,2,1,1,0,0,0,0,1,0,1,86,156.35,1,0,1,0,1,0,0,0,0,0,1
6092,0,0,1,0,72,1,1,1,1,1,1,0,0,1,94,6849.75,0,0,1,0,0,0,1,1,0,0,0
6093,0,0,1,0,71,0,0,0,0,1,1,0,1,1,47,3263.6,0,1,0,0,0,0,1,0,0,1,0
6094,1,0,0,0,57,1,0,0,0,0,0,0,0,0,20,1252.85,0,0,0,1,0,0,1,0,1,0,0
6095,1,0,0,0,4,1,0,0,0,0,0,0,0,1,19,67.55,0,0,0,1,1,0,0,0,0,0,1
6096,0,1,0,0,1,1,0,0,0,0,0,0,0,1,70,70.2,0,0,1,0,1,0,0,0,0,1,0
6097,1,0,1,1,72,1,1,1,1,1,1,0,1,0,81,5750.0,0,1,0,0,0,0,1,0,1,0,0
6098,1,0,1,1,21,1,1,1,0,0,0,1,1,1,75,1549.75,0,1,0,0,0,1,0,1,0,0,0
6099,0,0,1,1,71,1,1,0,0,0,0,0,0,0,24,1810.55,0,0,0,1,0,0,1,1,0,0,0
6100,0,1,1,0,29,1,1,0,0,1,0,1,1,1,99,2952.85,1,0,1,0,1,0,0,1,0,0,0
6101,0,1,0,0,69,1,1,1,0,1,1,1,1,0,110,7467.55,0,0,1,0,0,0,1,0,1,0,0
6102,0,0,1,0,64,1,1,1,0,1,1,1,1,1,85,5484.4,0,1,0,0,0,0,1,0,1,0,0
6103,1,0,0,0,16,1,0,0,0,0,0,0,0,0,19,294.9,0,0,0,1,1,0,0,0,1,0,0
6104,0,0,0,0,4,1,1,0,0,0,0,0,0,0,23,97.5,0,0,0,1,0,1,0,0,0,1,0
6105,0,0,0,0,52,1,1,1,1,0,1,1,1,1,111,5916.45,1,0,1,0,0,1,0,0,1,0,0
6106,1,0,0,0,2,1,0,1,0,1,0,0,0,1,55,113.35,1,1,0,0,1,0,0,0,0,0,1
6107,1,0,0,0,1,1,0,0,0,0,0,0,0,0,19,19.95,0,0,0,1,1,0,0,0,0,0,1
6108,1,0,0,0,18,0,0,0,0,0,0,0,0,0,25,476.8,0,1,0,0,1,0,0,0,0,0,1
6109,0,0,0,0,2,1,1,0,1,0,0,0,0,0,54,101.65,0,1,0,0,1,0,0,0,0,0,1
6110,0,0,1,0,19,1,0,0,1,0,0,0,1,1,59,1130.85,0,1,0,0,1,0,0,0,0,0,1
6111,0,0,0,0,40,1,1,0,0,0,0,0,1,0,83,3532.25,0,0,1,0,1,0,0,1,0,0,0
6112,0,1,1,1,66,1,1,0,1,1,0,1,1,1,104,6891.45,0,0,1,0,0,1,0,0,0,1,0
6113,1,0,0,0,21,1,1,0,0,0,0,0,0,0,75,1570.7,0,0,1,0,1,0,0,0,0,0,1
6114,1,0,0,0,8,1,0,0,1,0,1,1,0,1,66,520.95,0,1,0,0,1,0,0,0,0,1,0
6115,0,0,1,1,72,1,0,1,1,1,1,1,1,1,109,7854.9,0,0,1,0,0,0,1,0,1,0,0
6116,0,0,0,0,48,1,1,0,1,1,1,1,0,1,73,3581.4,0,1,0,0,0,1,0,1,0,0,0
6117,1,0,0,0,69,1,0,0,0,0,0,0,0,1,19,1447.9,0,0,0,1,0,0,1,1,0,0,0
6118,1,0,0,0,72,1,1,1,1,1,1,1,1,1,118,8547.15,0,0,1,0,0,0,1,0,0,1,0
6119,0,0,0,0,14,1,0,0,1,0,0,0,0,0,51,727.85,0,1,0,0,0,1,0,0,1,0,0
6120,1,0,0,0,6,1,0,0,1,0,0,1,0,0,59,357.6,0,1,0,0,1,0,0,0,0,1,0
6121,0,0,1,1,8,1,0,0,0,0,0,0,0,0,19,159.35,0,0,0,1,0,0,1,1,0,0,0
6122,0,0,0,0,17,1,0,0,0,0,0,0,0,0,19,280.85,0,0,0,1,0,1,0,0,0,0,1
6123,1,0,0,0,65,1,1,1,0,0,1,0,1,0,93,6069.25,0,0,1,0,0,1,0,0,0,1,0
6124,0,0,1,1,57,1,0,1,0,1,1,0,0,1,59,3274.35,0,1,0,0,0,1,0,0,0,0,1
6125,1,0,1,0,13,1,1,0,0,1,0,1,1,1,102,1359.0,1,0,1,0,1,0,0,0,1,0,0
6126,1,1,0,0,19,1,0,0,0,1,0,1,1,1,95,1777.9,1,0,1,0,1,0,0,0,1,0,0
6127,0,0,1,0,56,1,1,1,1,1,0,1,1,0,109,6109.65,0,0,1,0,0,1,0,1,0,0,0
6128,0,0,1,0,14,1,0,0,0,0,0,0,1,1,78,1122.4,0,0,1,0,1,0,0,0,0,1,0
6129,1,0,1,0,52,0,0,1,0,0,0,0,1,1,39,2020.9,0,1,0,0,1,0,0,0,0,1,0
6130,0,0,0,0,58,1,0,1,1,1,1,0,0,1,64,3795.45,0,1,0,0,0,0,1,0,1,0,0
6131,0,1,0,0,47,1,1,0,1,0,1,1,0,1,95,4504.55,1,0,1,0,1,0,0,0,0,1,0
6132,0,0,0,0,67,0,0,0,0,1,1,1,1,1,53,3579.15,0,1,0,0,1,0,0,0,1,0,0
6133,1,0,0,0,2,0,0,0,0,0,0,0,0,1,24,49.7,0,1,0,0,1,0,0,0,1,0,0
6134,1,1,0,0,6,1,0,0,0,0,0,0,0,0,44,276.5,0,1,0,0,1,0,0,0,1,0,0
6135,1,0,1,1,71,1,1,1,1,1,1,1,1,1,114,8175.9,0,0,1,0,0,0,1,1,0,0,0
6136,0,0,1,1,46,1,0,0,0,0,0,0,0,0,20,890.35,0,0,0,1,0,0,1,1,0,0,0
6137,0,0,0,0,5,1,0,1,0,0,1,0,0,0,53,259.8,1,1,0,0,1,0,0,0,1,0,0
6138,1,1,1,0,67,1,1,1,1,0,0,0,0,0,83,5588.8,0,0,1,0,1,0,0,1,0,0,0
6139,1,0,0,1,3,1,0,0,0,0,0,0,0,0,20,50.6,0,0,0,1,1,0,0,1,0,0,0
6140,0,0,0,0,3,1,0,0,0,0,0,0,0,0,19,58.0,0,0,0,1,1,0,0,0,0,0,1
6141,1,1,1,0,52,1,1,1,0,1,0,1,1,1,104,5568.35,1,0,1,0,1,0,0,0,0,1,0
6142,0,0,1,0,42,1,1,0,0,0,0,0,0,1,50,2203.65,1,1,0,0,1,0,0,0,0,1,0
6143,1,0,1,1,50,1,0,0,0,0,0,0,0,1,20,938.95,0,0,0,1,0,1,0,0,0,0,1
6144,1,1,1,0,23,1,0,1,1,0,0,0,1,1,90,2024.1,0,0,1,0,1,0,0,0,0,1,0
6145,0,0,1,1,67,0,0,1,1,1,1,1,0,0,54,3623.95,0,1,0,0,0,0,1,0,1,0,0
